Species,Area, startbio, startbio,interbio[1], interbio[2], finalbio[1], finalbio[2],min(yr), max(yr), max(ct), ct[1], ct[nyr], length(r), exp(mean(log(r))),sd(log(r)), min(r), quantile005r,quantile025r, median(r), quantile075r,quantile095r, max(r), exp(mean(log(k))), sd(log(k)),min(k), quantile(k, quantile(k, mediank,quantilek75, quantilek95), maxk,expmeanlog(msy))), sd(log(msy)), min(msy),quantile05msy, quantilemsy25, median(msy),quantilemsy75, quantilemsyr95, max(msy)
Synodontidae,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,50086,0,36641,3123,0.799150344,0.153411625,0.525749922,0.601301399,0.715228399,0.820033363,0.907194683,0.979985741,0.9999332,138310.8607,0.127928667,98555.05859,109095.259,126052.5716,141362.2097,154076.0228,163818.949,165712.3176,27632.79298,0.135325697,21760.61701,22940.99088,24690.82998,27116.64342,30346.70942,35471.59724,38304.36776
Leiognathidae,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,26400,7000,14108,715,0.734383998,0.175081114,0.536968334,0.573965041,0.634925555,0.721652649,0.83882134,0.98485463,1.139803201,86287.65899,0.15584458,57963.06422,66155.1829,76359.64596,87950.09853,99187.09663,105952.2744,107758.4812,15842.06901,0.037418936,14347.86866,14732.31709,15425.58402,15961.38966,16336.74268,16603.4317,16728.90086
Stromateidae,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,37262,5000,37262,4327,1.135811989,0.293912832,0.535334912,0.67106967,0.916684763,1.165243875,1.465507303,1.723446362,1.797373646,96342.63515,0.240190133,53661.45248,62943.38071,80890.13804,97839.17627,117293.1886,137403.8178,142812.2374,27356.78,0.193424179,18834.66235,20489.29656,23328.98659,27022.97497,31859.78371,38037.59422,43842.43986
Mullidae,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,30390,0,28088,2732,0.796785584,0.14619791,0.54302088,0.61281377,0.714522093,0.808337858,0.901351866,0.979131684,0.999808165,136261.9305,0.126593176,97290.72056,107860.9927,124299.8402,139068.3704,151712.6679,161706.4273,164831.6622,27142.88547,0.109549248,22231.85569,23231.22001,24778.9913,26740.44593,29588.48522,32887.24506,34221.68042
Ethmidium maculatum,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,46800,6100,13500,338,0.734472362,0.212912826,0.533176622,0.565076362,0.615756132,0.703909174,0.840398257,1.109951117,1.282128754,118447.6167,0.170977114,75404.27634,84924.82919,106203.9913,122905.1121,136620.5581,145935.0236,148383.4413,21749.1252,0.044148106,19762.03977,20308.63692,21025.88682,21672.02918,22372.8645,23567.89644,24169.49773
Limanda limanda,"Atlantic, Northeast",0.3,0.6,0,1,0.01,0.4,1950,2012,22134,11300,10444,89,0.688826357,0.149321427,0.54103449,0.553589058,0.612886346,0.679278977,0.756269782,0.87708478,1.074096316,90120.98422,0.131505304,61226.33306,72910.6241,83015.27354,91376.03336,99981.88909,109437.7389,111327.5246,15519.42731,0.018065074,15053.32338,15109.21347,15302.04009,15503.36365,15695.48571,15988.91302,16440.7447
Cephalopholis boenak,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,35126,1300,31929,2272,0.909626306,0.212970409,0.540967485,0.632903074,0.775445721,0.914388046,1.082782555,1.260278072,1.359954907,126655.1445,0.19556563,75739.74987,88554.33937,109991.9855,128971.5234,149304.7728,166654.1485,171234.122,28802.21281,0.111966467,23044.69045,24429.00277,26245.25791,28545.19815,31541.46207,34848.14521,36515.31572
Sardinella spp,"Indian Ocean, Western",0.5,0.9,0,1,0.01,0.4,1950,2012,32191,2400,15734,142,0.72553229,0.215356061,0.540905146,0.557320124,0.610468254,0.691240797,0.833209641,1.0616139,1.391622917,125126.7371,0.187719862,70187.1665,89406.2894,111217.769,130586.1409,145481.1399,156721.1549,160314.2831,22695.87205,0.028644025,21595.15912,21722.42384,22208.98498,22651.6958,23131.96468,23838.35041,24453.24076
Harpadon nehereus,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,82748,500,77383,2711,0.956897772,0.22341896,0.52581825,0.635304712,0.824637422,0.978228101,1.134197863,1.326319134,1.439767376,283220.1926,0.15240367,181163.9024,213923.2232,254400.6697,289298.9091,321051.7032,347834.7123,353997.7516,67753.19279,0.159225172,46427.28948,51931.40379,60567.593,67071.37578,76318.13499,88232.57428,92922.96516
Normanichthys crockeri,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,319476,0,64514,1255,0.745806854,0.149320878,0.545824256,0.592306577,0.66308392,0.739806111,0.838698642,0.962951445,0.998830391,524115.0189,0.078794118,440660.169,456378.9042,493200.6768,529396.1159,561931.1087,584316.0317,590215.6629,97722.1434,0.077838604,80379.86053,85384.42139,92372.53544,98476.11023,103841.2552,109866.7178,113783.5321
Selaroides leptolepis,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,66786,700,66786,3004,1.039488169,0.261796508,0.562246052,0.659451681,0.857039886,1.048134925,1.271863099,1.553170001,1.799203473,224153.9776,0.202963884,129347.7994,154471.2114,194314.2398,230135.1381,265633.6488,295938.2056,304158.2748,58251.35194,0.150974236,41875.49774,45642.48738,51865.66062,58075.5303,65505.47994,75103.6176,78980.6328
Brachydeuterus auritus,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,37837,1000,25503,1480,0.945990768,0.271587899,0.554029305,0.624134149,0.751414299,0.928813611,1.178790651,1.494148479,1.594707658,118765.1607,0.260472498,67829.11419,76281.28631,95807.30673,121279.4579,148784.5373,173909.5269,179700.1119,28087.68639,0.058574354,24567.68547,25567.21573,26828.55703,28068.83733,29489.43941,30784.87224,31472.40537
Engraulis anchoita,"Atlantic, Southwest",0.5,0.9,0,1,0.01,0.4,1950,2012,44275,7800,15434,304,0.781161044,0.245882159,0.541513567,0.577336796,0.637740129,0.748267569,0.902915462,1.251146519,1.62797284,137991.7656,0.172523099,81032.38141,98952.03906,125373.5925,141992.5649,159420.2772,169822.2262,172587.9405,26948.44792,0.075363943,23293.33013,24094.29044,25492.07095,26708.35973,28253.70304,30939.77972,32989.79465
Sardinella gibbosa,"Indian Ocean, Eastern",0.5,0.9,0,1,0.01,0.4,1950,2012,68550,100,28466,876,0.882105681,0.25746609,0.554644181,0.610897808,0.714977766,0.855740393,1.082079679,1.363459457,1.66752816,206708.3829,0.187716372,127912.7651,149705.6208,178515.7667,212410.0354,241360.3467,267840.6031,275347.3598,45584.6597,0.077953319,37979.18375,39856.99692,43001.41092,45703.12768,48556.04746,51313.41023,53647.52715
Trachurus spp,"Pacific, Southwest",0.5,0.9,0,1,0.3,0.7,1950,2012,56653,0,42854,2175,0.768700404,0.151416168,0.53368189,0.595936575,0.684503152,0.771709782,0.870709318,0.968667923,0.999668645,224220.5044,0.135757592,162174.8894,178483.628,201496.425,225140.2216,253400.1338,272786.2537,278820.4544,43089.5981,0.074919957,37080.21723,38532.26143,40464.24264,42837.88667,45828.89423,48847.44465,49693.23709
Decapterus spp,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,81939,100,81939,3052,0.987751487,0.228780738,0.546367313,0.651875592,0.836065246,1.023462865,1.183866843,1.394781556,1.516641592,252171.4229,0.170603307,155478.8735,184670.2922,222529.7943,258719.327,290745.2661,316845.6769,323939.4967,62270.67446,0.175921706,43607.99669,47867.74685,54199.98039,61083.2797,70805.54597,85546.03476,94280.90346
Decapterus russelli,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,62190,5000,37330,1022,0.837339066,0.271075685,0.52115579,0.573871322,0.677473032,0.798900012,1.014930998,1.394240531,1.679627568,241615.2955,0.241305596,127412.3577,152240.5249,204533.6541,254668.4707,297392.009,326047.1188,333555.8724,50578.48145,0.059332159,42803.33551,45072.76579,48737.03951,51058.79568,53129.67036,54585.5475,55607.69245
Micromesistius australis,"Pacific, Southwest",0.5,0.9,0,1,0.01,0.4,1950,2012,92169,0,29875,113,0.676117656,0.167365388,0.536651075,0.546589112,0.589434263,0.658536895,0.747338776,0.960440274,0.996771974,247792.4385,0.131313718,182748.8375,187961.3415,229400.0258,252745.5773,275543.7412,292233.2548,295365.893,41884.21066,0.036230395,39536.43188,40042.79921,40739.06001,41644.24861,42817.55555,45168.41752,45539.72985
Boops boops,Mediterranean and Black Sea,0.5,0.9,0,1,0.3,0.7,1950,2012,33491,10400,24092,1354,0.944344202,0.305810006,0.539741434,0.606534981,0.723029379,0.916975388,1.210625204,1.572402678,1.790285716,124343.5977,0.300017684,68830.9301,74780.66674,97002.45676,129426.0858,163199.1148,189542.5049,198190.2026,29355.78889,0.05198272,26231.95146,27093.60871,28191.57656,29329.00773,30624.06161,31936.61784,32721.2216
Stromateidae,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,41679,15000,29326,855,0.966463614,0.317165571,0.543473263,0.606440377,0.731440517,0.942132552,1.267531676,1.622981191,1.766956398,127833.8449,0.28702396,75008.60021,79532.91936,100290.07,130900.6837,165399.8374,195146.8238,204395.8971,30886.68993,0.042403409,27572.4133,28701.48755,29983.85531,30900.28157,31857.8889,33111.6768,34055.86509
Rastrelliger kanagurta,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,67360,10000,66348,2866,0.944302996,0.220443145,0.548284949,0.638740624,0.807720906,0.958368758,1.137149613,1.300307142,1.352236042,240895.0384,0.184115733,148887.6969,173012.675,211085.607,244358.725,282030.7802,313142.732,321474.6178,56869.47662,0.143225074,43268.45274,46167.86253,50445.20591,56082.55611,63786.01713,72725.90244,76862.07706
Sardinella spp,Mediterranean and Black Sea,0.5,0.9,0,1,0.3,0.7,1950,2012,82268,8900,48990,657,0.814966929,0.237052465,0.539267863,0.59032249,0.67816256,0.779312637,0.95050579,1.254337716,1.57968493,278302.8832,0.21642898,151488.1911,186357.2956,240617.8357,290438.1476,333123.2305,365995.9562,373070.8516,56701.91152,0.041081871,50296.28019,52451.01645,55162.47973,57226.62842,58617.9952,59742.03477,60755.21794
Pennahia argentata,"Pacific, Northwest",0.5,0.9,0,1,0.3,0.7,1950,2012,132708,2000,122236,2508,0.992449963,0.258749834,0.556198897,0.643740259,0.809741802,0.993777309,1.216539593,1.520217333,1.690980006,487823.4075,0.211584352,289046.0274,334006.3043,415980.948,498798.8141,587496.3346,650788.8479,667432.2054,121035.0807,0.1171744,91265.00514,99023.34341,111187.8059,121115.0363,132596.3284,145710.4839,148941.5153
Exocoetidae,"Pacific, Western Central",0.5,0.9,0,1,0.01,0.4,1950,2012,64913,900,31488,216,0.69633745,0.175953253,0.543526989,0.559119363,0.609976993,0.670972142,0.770155961,0.999330195,1.096139464,228763.5672,0.147381989,156221.7973,168987.3525,210226.3839,236177.7625,256362.1688,274521.6307,278500.8095,39824.15976,0.029646593,37551.76143,38146.91823,38930.71683,39686.85909,40568.29224,42206.02579,42810.21929
Sardinella lemuru,"Indian Ocean, Eastern",0.5,0.9,0,1,0.01,0.4,1950,2012,111207,0.1,19663,507,0.769541872,0.229601871,0.530943894,0.568759687,0.63443736,0.740079749,0.911863665,1.149262509,1.532882949,347974.6881,0.166652298,211056.5441,260442.4011,309160.0181,359664.1532,403345.9245,432414.9472,441300.4726,66945.27325,0.065985891,58196.39822,60471.72548,63978.40929,66415.98411,70483.05694,74715.83033,80881.24445
Caesionidae,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,90104,500,85442,2919,1.043631627,0.277141843,0.531670466,0.650781987,0.850841446,1.05238596,1.307648814,1.614646724,1.799965464,311398.7539,0.219909396,184510.7832,211415.353,263530.0267,317891.9022,375966.9744,425711.7698,440086.9584,81246.39706,0.13174276,58495.30954,64873.79323,73693.2547,81638.82918,90356.92566,99804.3235,102842.7993
Ilisha elongata,"Pacific, Northwest",0.5,0.9,0,1,0.3,0.7,1950,2012,98657,0,83268,2336,0.768152378,0.157531263,0.521471874,0.583398337,0.686009119,0.773857326,0.87027987,0.972045756,0.998965099,461818.6114,0.137792097,330276.624,364676.8401,414272.6966,467211.4578,519038.4976,563966.4684,573545.1145,88686.76617,0.083206922,74511.67383,78036.26989,82750.13244,88324.65151,94996.85046,101693.9021,103657.0931
Engraulidae,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,80532,10000,77994,3333,1.08640128,0.286693255,0.547452908,0.662929838,0.876528754,1.09272986,1.378547317,1.681099659,1.798507821,257639.4942,0.222053423,157328.8268,175684.0884,215929.7095,260856.022,312003.1064,355694.9999,366698.2617,69974.96907,0.143252482,49948.99454,54840.63962,63014.03887,70072.94624,78648.30488,87526.50295,91406.68849
Sardinella longiceps,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,91846,0.1,82924,2865,0.798191486,0.14778692,0.540921875,0.603293331,0.722330665,0.815390359,0.900082736,0.978245972,1.000983466,322410.8688,0.124344232,230341.1113,257599.6452,294794.7132,326756.3328,357027.7009,384429.2808,391439.9939,64336.40263,0.114574948,52154.9273,54698.03999,58385.25629,63622.79175,70127.06658,78795.6852,83338.61122
Trachurus spp,Mediterranean and Black Sea,0.5,0.9,0,1,0.01,0.4,1950,2012,74096,14000,35581,584,0.853196452,0.272967063,0.557801668,0.598786427,0.678236462,0.818474765,1.024078527,1.469373606,1.719868203,212574.0958,0.184593716,129877.8344,145690.622,188167.4911,219072.0141,249317.7143,265502.5764,269634.6005,45341.8661,0.09211096,37385.8958,39373.89065,42140.09994,45116.67676,48509.31547,53507.13285,56196.05117
Etrumeus whiteheadi,"Atlantic, Southeast",0.5,0.9,0,1,0.3,0.7,1950,2012,97279,0,68687,2632,0.795113049,0.146554187,0.554691695,0.615029638,0.713968271,0.804990475,0.899301769,0.978257178,0.999516505,327596.5126,0.12303825,240221.3538,262994.6579,299567.8794,330683.3195,363375.7039,390684.5122,397243.7847,65119.06546,0.100278499,54112.94101,56428.72249,59932.51296,64278.15545,70425.83363,77676.19016,80471.42655
Synodontidae,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,88221,0,51138,516,0.693444361,0.151172084,0.541267084,0.568291858,0.610258713,0.67661879,0.76697431,0.925575187,0.998861351,354781.1003,0.131056355,259275.4771,276389.1821,323293.7333,363242.7018,396835.3107,420008.9911,423755.4199,61505.23837,0.026282239,57206.03114,58619.34029,60456.39644,61713.67884,62710.94033,63915.73087,64985.34601
Sprattus sprattus,Mediterranean and Black Sea,0.5,0.9,0,1,0.01,0.4,1950,2012,120993,1200,35020,1392,0.826025776,0.216870774,0.528135805,0.582614913,0.69616863,0.826298531,0.992398725,1.159011897,1.21070063,301187.9347,0.161039949,217656.4574,232700.0797,263542.5563,301338.4237,346596.6383,386860.1467,398304.443,62197.24935,0.072560313,52051.52952,54715.93083,59086.5475,62527.29571,65655.15211,69612.07325,73316.60289
Rastrelliger brachysoma,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,96981,400,96981,2964,1.026890395,0.282706205,0.527221868,0.634040091,0.830022777,1.03847882,1.2891823,1.612395264,1.797372651,327844.6178,0.253345998,180214.6859,212652.0823,271807.4642,333888.0234,406014.0079,475995.3164,496579.0468,84165.1223,0.130034043,64888.49236,69356.78849,75468.62736,83344.2738,93373.04247,104292.8859,112375.5568
Opisthonema libertate,"Pacific, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,233054,0,168904,2525,0.796741396,0.141711714,0.545012879,0.614082597,0.721911564,0.811779031,0.890162831,0.973968834,0.999864185,776073.2847,0.098320937,602701.1399,651700.9863,720265.797,783945.9252,843332.5436,891467.0605,903192.2984,154582.4281,0.094677938,122888.7046,131420.4518,144594.938,154288.348,166205.648,179958.9788,184909.9517
Leiognathidae,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,73735,7100,65436,1785,1.005261786,0.311553169,0.543018654,0.622374014,0.772958198,0.99026252,1.309811091,1.664899274,1.794054374,272353.4042,0.290464558,155455.2667,169089.3543,212997.7652,279326.5811,350211.3401,417027.1162,433958.2909,68446.61739,0.07029257,58392.95732,61050.85769,64594.78491,68620.47178,72658.96277,76217.25372,77518.38589
Engraulidae,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,102916,15000,79477,1725,1.000106081,0.3114139,0.541835741,0.6234183,0.764272921,0.994448206,1.29588475,1.645129538,1.786606944,341384.9483,0.295269546,197046.4702,211559.2471,266036.3621,345090.837,445283.3127,528519.7483,550541.6636,85355.29071,0.06398161,73670.1244,77061.80539,81056.36398,85195.01712,90105.07426,94506.94561,95759.11453
Etrumeus teres,"Pacific, Northwest",0.3,0.6,0,1,0.3,0.7,1950,2012,85041,60700,80995,3099,1.089802275,0.297634082,0.541671346,0.663425697,0.858435983,1.109489514,1.399427987,1.697320716,1.799627498,267559.4551,0.255768976,151878.3169,175429.7276,217968.0188,268325.6896,333881.8831,394234.5308,413904.2176,72896.72572,0.13318656,55162.08492,59570.0861,65418.70079,72426.57804,81434.27958,90773.59193,97283.66323
Decapterus russelli,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,146988,6000,99213,329,0.749362043,0.247703026,0.531704694,0.567390862,0.617781608,0.693784928,0.842386327,1.261297284,1.611731842,581616.3421,0.216574044,299120.6995,369360.506,521926.9818,619293.9662,692381.4508,736896.3123,746392.6752,108960.3025,0.03804018,99139.88336,102016.395,106428.286,109119.3609,111570.2312,116422.1998,120525.589
Engraulidae,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,139326,0.1,111563,1614,0.7575523,0.153618163,0.541277302,0.591230092,0.669705837,0.754804333,0.861942936,0.967984336,0.999832038,650736.2985,0.144865161,471638.1442,511376.0155,576971.2896,658673.4172,740309.5658,802117.0071,819546.4575,123241.6949,0.052712633,110388.7577,113748.9825,118164.0241,122818.9998,128868.2364,134348.871,136561.1817
Rastrelliger kanagurta,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,152688,100,152688,2160,0.881210558,0.187227101,0.544862152,0.629051876,0.774677907,0.897990951,1.01331894,1.17192769,1.666935508,569871.6485,0.15709772,326363.8881,428513.6803,513942.5487,585990.3691,648358.4828,703417.7855,716560.2978,125544.2283,0.131197613,97020.91786,103469.557,112732.6313,124100.166,138556.5507,157954.0413,167394.6497
Selar crumenophthalmus,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,175845,0,174802,2862,0.807432468,0.145827464,0.535816564,0.614485426,0.728338785,0.827929073,0.911585737,0.980648169,0.999575113,768621.1801,0.117426652,554755.9882,617686.6994,706317.6258,782252.4737,847517.3977,901986.4445,915244.7219,155152.4241,0.119113233,122582.5934,131378.7386,140719.5026,152580.7952,169922.0928,192196.0944,203529.0379
Sardinella maderensis,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,251342,700,251342,2842,0.946020661,0.227681901,0.527234451,0.631092009,0.80902962,0.962368433,1.113429982,1.334688836,1.671904959,785409.6239,0.18733097,428616.6241,557307.7553,690757.8309,810238.4925,919557.1334,1003517.156,1026143.367,185753.4329,0.173724637,133891.9068,145312.4979,160276.1861,182010.5645,213054.5801,251917.5684,283774.7113
Clupeoidei,"Pacific, Northwest",0.5,0.9,0,1,0.3,0.7,1950,2012,113619,0,67075,353,0.585813647,0.051489394,0.543046541,0.549229592,0.561232509,0.579307125,0.609377832,0.645229542,0.659094529,535289.213,0.043360051,484824.2863,493796.1202,517131.2127,540058.0646,554385.5828,564855.5863,567142.9691,78394.93146,0.009065727,76900.51274,77281.33175,77823.95089,78391.28029,78880.67404,79611.26097,79929.82482
Selaroides leptolepis,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,153818,6100,131814,1787,1.013737583,0.305091389,0.553867271,0.633391043,0.788314822,1.00505563,1.314032031,1.651861928,1.796165987,548730.4094,0.274482157,323712.0062,350607.4069,437611.2086,557849.7066,698554.5628,823431.4434,856814.1495,139067.1598,0.070989802,117704.5218,123161.6785,131708.3058,139474.0069,147675.2811,154373.1792,157222.0489
Cetengraulis mysticetus,"Pacific, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,342987,0,342987,3117,0.80352243,0.15337894,0.537971731,0.604691295,0.719508597,0.824535272,0.915032508,0.984672916,0.999920097,669331.5652,0.07842798,543697.3641,578704.3522,631900.8301,679192.8985,715638.2181,742352.2505,747896.4,134455.7315,0.135806767,99634.86346,107502.0622,121505.5224,134336.2513,148423.442,169449.2941,185550.0682
Sardinella gibbosa,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,189830,2300,133373,1940,0.975551537,0.290296379,0.538674354,0.630802725,0.769932601,0.954355218,1.226099183,1.594960102,1.788308321,694343.2135,0.260736697,406006.3032,439385.2417,564310.52,714115.2705,869431.1476,1001086.107,1034650.932,169341.8973,0.081790356,138395.9224,146850.7367,159349.7009,170036.9397,180978.8883,191465.6254,196920.7899
Leiognathidae,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,143815,800,118985,1336,0.938345621,0.279907758,0.547222907,0.623451062,0.743476567,0.903963064,1.17434438,1.519392063,1.670515725,575639.6501,0.265053409,333144.4528,360696.4663,463944.068,594510.2598,721944.102,832434.1626,857319.3666,135037.2362,0.056835481,117270.2916,122344.9233,129472.7872,135383.0549,141701.6128,146703.6221,149822.7179
Tenualosa ilisha,"Indian Ocean, Eastern",0.5,0.9,0,1,0.3,0.7,1950,2012,260562,0,246208,2814,0.795996074,0.145050038,0.535156515,0.609933156,0.719592812,0.811208051,0.895280773,0.976268717,0.999979173,1158789.261,0.123010176,826713.2396,929103.7448,1060355.404,1176360.152,1282526.998,1374749.483,1402007.758,230597.9257,0.109233496,186901.4875,196549.6877,210317.5549,228166.4907,250674.8915,279281.7648,289812.0665
Engraulis encrasicolus,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,347231,1400,165954,305,0.65831966,0.127158266,0.546360375,0.559522357,0.595624531,0.639864592,0.717341699,0.832337856,1.013122259,973631.2262,0.103001615,699650.561,805423.328,910571.0619,996631.1538,1055865.948,1107300.563,1119633.355,160240.1443,0.025748252,152149.6738,154282.0521,157634.4273,159625.2508,162603.3393,167594.0326,177207.8892
Rastrelliger kanagurta,"Indian Ocean, Western",0.5,0.9,0,1,0.01,0.4,1950,2012,282311,83100,106576,54,0.619883544,0.122733971,0.539333462,0.54034184,0.564998361,0.595179876,0.660672156,0.780362762,0.904352555,861132.1025,0.083954563,664682.1758,735893.0834,823823.0239,885201.366,918332.0536,945926.9879,947626.1463,133450.4049,0.038823136,127290.1909,127953.3265,129820.0326,131837.4018,136064.071,143565.124,150276.7559
Rastrelliger brachysoma,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,259351,4100,215949,2378,1.025464453,0.295340028,0.535828251,0.642066481,0.811636329,1.01501118,1.302359284,1.663842386,1.78978367,914653.8531,0.258493718,530550.5188,588784.5499,742483.8586,934021.9852,1144396.228,1329285.589,1367302.513,234486.2532,0.100817452,181580.4471,197482.7959,217703.6214,234629.221,255235.0752,273383.9701,280150.2444
Ethmalosa fimbriata,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,248918,16300,248918,2974,1.079383418,0.29435807,0.552024992,0.66339591,0.858171481,1.087135538,1.383355339,1.692060908,1.795992784,858130.7756,0.255616562,502660.3862,563472.9527,694995.8678,865910.1865,1076484.332,1249361.784,1298416.249,231563.0324,0.119717647,175716.0744,190788.2051,210531.7536,231152.6544,255707.9247,280256.85,291990.3594
Harpadon nehereus,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,218639,40000,175159,2043,1.026541492,0.303800975,0.544961016,0.638923289,0.80367427,1.012738855,1.312324555,1.67902927,1.797482664,649817.2823,0.264977337,384369.5782,421760.5195,519995.6744,658208.7775,815105.8436,972350.6113,1006818.145,166766.1007,0.08436429,136403.1877,144753.9077,156344.7806,167105.1062,178668.4671,189033.5236,202919.0967
Ammodytes personatus,"Pacific, Northwest",0.5,0.9,0,1,0.3,0.7,1950,2012,299696,50000,175892,1216,0.886213851,0.251474942,0.538896514,0.614870607,0.729941441,0.859744682,1.059889102,1.411695054,1.732822911,951849.1608,0.209894906,541418.4978,632333.1803,825211.2886,994080.3552,1124644.242,1250841.972,1280069.606,210885.4775,0.072231388,171479.4166,184681.0985,200592.7497,213589.9256,224027.9212,232176.6089,237008.8069
Larimichthys polyactis,"Pacific, Northwest",0.5,0.9,0,1,0.3,0.7,1950,2012,458801,63800,437613,3219,1.072556064,0.289394454,0.544570382,0.66147365,0.860430749,1.07772907,1.361583769,1.684306443,1.796510001,1544867.519,0.230038572,934117.5796,1037687.147,1284932.236,1572561.681,1891902.493,2138582.118,2208260.592,414239.2565,0.134526385,298697.0705,328637.1427,374197.2191,416204.902,462965.0553,509286.3691,525737.6086
Merluccius productus,"Pacific, Northeast",0.5,0.9,0,1,0.3,0.7,1950,2012,372672,0,204389,1258,0.748742768,0.149379859,0.550363592,0.59577675,0.662750668,0.740943139,0.84585924,0.960352422,0.999991234,1471223.178,0.141363536,1080889.891,1155433.652,1318731.738,1488909.054,1664174.545,1799679.579,1828523.379,275391.9287,0.039703165,250401.5515,257950.8691,267386.4503,274963.3193,284674.6744,293078.4426,297339.8417
Sardinella spp,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,515458,19600,412182,3280,1.062704417,0.287880698,0.541055096,0.646854469,0.852404243,1.072341653,1.345652828,1.657181635,1.799578763,1411176.733,0.21371553,871089.7424,979852.136,1192461.5,1432024.991,1701362.993,1924653.396,1989186.241,374915.9369,0.142673777,265073.2434,292918.5636,337764.4199,377225.0238,422062.9087,465117.6191,487688.6509
Sardina pilchardus,Mediterranean and Black Sea,0.5,0.9,0,1,0.3,0.7,1950,2012,287329,102200,173742,226,0.624572067,0.101098244,0.540993861,0.553328528,0.579115372,0.610096566,0.654860296,0.780531695,0.866039823,1466141.696,0.092676907,1088068.298,1195412.335,1405193.344,1492862.131,1569952.208,1639116.171,1657864.385,228927.7875,0.010199465,223220.9351,224891.563,227625.4875,228924.3164,230285.4032,233262.9389,235577.619
Strangomera bentincki,"Pacific, Southeast",0.5,0.9,0,1,0.3,0.7,1950,2012,887272,14300,848466,2926,0.959920829,0.238311219,0.526872324,0.626595503,0.809247948,0.983519937,1.152919442,1.357608602,1.554821788,3071229.981,0.170436707,1874864.647,2228077.793,2730283.994,3155178.6,3543530.187,3855370.892,3934085.214,737034.4072,0.15755304,510880.2727,564398.2111,658535.66,734490.8124,835762.9913,947866.1308,1007946.275
Sardinella spp,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,551465,0,392151,2297,0.782901886,0.146589555,0.539876283,0.606555944,0.703282067,0.788217452,0.884175416,0.975270945,0.999929109,2245456.056,0.13145057,1613484.532,1789630.73,2035715.692,2266058.574,2512732.957,2710217.598,2761825.123,439492.9451,0.082486287,372760.9706,389381.2747,410164.1864,437702.7203,469429.2568,505547.0357,515553.6025
Sardinella longiceps,"Indian Ocean, Western",0.5,0.9,0,1,0.3,0.7,1950,2012,477221,14500,477221,2862,1.059983383,0.271709532,0.546594811,0.675394381,0.85554849,1.068088259,1.334293522,1.582918219,1.699204091,1587195.736,0.236661804,903499.6959,1059203.14,1320101.168,1608358.077,1938277.054,2246743.842,2331848.242,420600.2764,0.128772581,318389.8479,344158.1107,378443.82,417448.6101,466547.9132,520414.9717,548927.8363
